# NAME                      C Factor    Min       Max      Mean        STD         Min C.      Max C.     Mean C.       STD C.

HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
HCOMPRESS_1_1_example2.fits	 1.0	 -5.6454387	 83.698	 1.2122933	 0.9650788	 -5.643339	 83.621506	 1.218664	 0.96333396
